Timestamp,Model Name,Accuracy,F1 Score (Weighted),F1 Score (Macro),Precision (Weighted),Recall (Weighted)
2026-05-27 12:05:33,RandomForest,0.6680984230226422,0.6412037070317871,0.6018915234905707,0.717556832936925,0.6680984230226422
2026-05-27 12:37:35,LogisticRegression,0.8039516475424925,0.8024504642983633,0.7906767953543757,0.8114458149942234,0.8039516475424925
2026-05-27 12:38:21,SVM,0.8272381419893232,0.8265856181283344,0.8174696588294448,0.8297969847188296,0.8272381419893232
2026-05-27 12:39:16,MultinomialNB,0.7018469656992085,0.6955054374352209,0.6780152711252566,0.7100158588212999,0.7018469656992085
2026-05-27 12:39:52,RidgeClassifier,0.8070196968767258,0.8056090066080593,0.7951219371368903,0.8109592040324273,0.8070196968767258
2026-05-27 12:42:19,XGBoost,0.713229428729214,0.7067916364790924,0.6889305433029027,0.7308999920704337,0.713229428729214
